29.74,32.8,30.95,37.39,51.37,55.26,54.69,52.86,54.41,53.89,56.04,56.34,59.03,61.46,66.82,67.41,66.64,67.43,47.81,26.97,48.49,58.51,41.24,24.23,28.04,44.27,56.67,67.73,70.0,67.41,65.84,66.21,65.6,64.97,63.0,67.01,64.46,62.9,63.09,60.32,59.2,59.73,62.51,62.1,58.15,58.19,57.2,54.8,54.25,54.54,54.64,53.36,52.84,54.86,52.09,52.99,52.07,52.31,54.26,56.08,57.96,57.85,58.74,60.46
31.79,32.44,33.62,45.63,56.22,55.41,55.49,53.6,54.09,56.65,57.02,58.13,59.61,64.52,67.17,67.55,66.44,68.76,60.94,32.32,35.47,58.94,49.99,28.46,25.11,41.25,59.08,68.3,71.24,70.3,69.9,69.03,69.08,67.89,67.18,69.5,66.87,63.83,64.21,62.58,60.85,62.37,62.49,61.47,61.57,61.75,59.98,57.06,55.19,55.76,56.58,55.66,57.18,54.24,52.54,53.78,54.37,55.48,57.21,57.39,59.63,58.8,58.48,59.97
33.37,31.84,36.08,49.19,55.98,55.28,55.55,54.78,54.38,56.08,60.18,60.43,59.93,66.34,67.77,66.87,66.79,68.27,68.99,44.82,25.88,52.38,56.3,35.42,23.33,36.31,56.59,68.53,72.04,72.38,71.38,71.07,70.89,69.17,69.88,70.45,68.4,65.84,66.36,63.97,62.66,64.41,64.67,65.03,67.02,65.48,61.43,59.46,55.89,55.78,56.08,57.58,56.54,55.42,55.82,56.04,55.3,57.62,60.1,59.15,58.84,60.52,60.88,60.7
32.0,30.59,38.7,50.81,54.91,54.73,58.78,60.23,55.15,57.14,65.25,61.03,64.18,67.27,67.79,67.52,68.16,68.51,70.96,59.08,28.03,37.84,59.05,43.96,24.7,30.65,51.8,66.33,72.53,74.56,72.77,73.79,72.53,72.67,72.74,71.79,69.86,69.43,68.73,65.94,65.08,67.22,67.74,68.8,70.25,65.93,64.41,60.78,59.71,59.92,58.07,57.23,59.82,58.01,57.34,57.72,59.63,61.32,60.36,59.3,59.84,60.76,60.83,61.37
30.81,31.79,41.03,50.54,53.28,54.14,65.12,58.4,57.17,61.09,67.48,62.88,67.6,64.55,64.9,66.99,68.52,67.98,70.17,70.32,39.48,25.56,56.59,51.97,29.44,26.09,43.9,63.65,73.88,76.12,76.86,77.39,75.79,76.18,73.99,72.03,72.24,73.31,71.96,69.1,71.3,73.34,71.26,68.23,67.71,65.52,65.9,64.25,63.35,60.85,59.18,59.41,61.87,59.98,59.94,62.52,62.12,60.81,62.47,61.75,62.68,63.98,63.18,63.39
30.71,33.92,43.28,49.03,51.38,54.65,64.27,59.37,57.99,62.21,64.94,64.2,68.33,63.64,65.75,66.81,67.6,69.18,70.55,72.02,54.99,25.39,41.96,58.36,37.59,24.46,36.75,59.61,73.38,77.45,79.59,80.44,79.9,76.93,75.14,74.8,74.98,75.58,74.07,71.7,74.05,75.79,70.74,67.31,66.49,66.26,65.88,65.59,62.96,62.93,63.44,63.41,63.67,64.61,64.09,62.61,62.54,63.39,63.76,66.02,66.44,65.01,63.6,63.17
31.0,36.3,45.31,48.3,51.29,53.41,58.08,58.77,59.16,61.71,64.91,66.3,66.59,64.22,64.55,65.86,67.8,70.81,70.24,72.35,70.0,36.15,26.22,58.35,46.63,25.63,28.82,53.07,68.05,74.28,78.24,80.05,77.97,77.69,78.86,77.65,76.31,76.94,74.5,74.71,76.24,75.25,72.47,68.93,68.71,68.04,66.07,66.36,65.27,66.4,68.87,68.14,67.58,67.15,66.57,65.94,66.64,65.43,64.47,65.86,66.74,65.47,64.96,65.08
31.42,38.1,46.23,47.76,50.31,53.57,56.99,57.56,58.61,63.22,64.99,70.31,67.84,65.51,66.03,65.3,67.96,71.68,72.02,74.21,76.57,53.87,23.8,43.52,55.33,32.85,23.56,44.48,64.39,72.68,77.28,77.86,78.67,80.43,79.2,77.63,77.8,77.1,75.74,78.18,77.78,75.89,72.54,70.83,71.15,69.16,66.99,67.76,68.7,68.92,70.22,67.78,67.27,66.91,69.01,69.99,67.94,66.31,66.75,69.67,68.34,68.5,69.73,69.2
33.44,41.22,49.25,46.48,49.31,53.48,56.65,59.1,61.24,64.3,68.07,72.82,71.68,70.17,66.92,66.51,66.88,74.57,73.91,75.29,76.46,71.18,33.86,27.19,59.78,42.35,24.13,34.46,57.09,69.43,75.89,77.94,79.11,80.88,77.46,78.27,78.35,76.96,77.28,77.83,76.81,74.27,73.44,72.24,71.5,70.97,71.87,72.95,72.24,70.65,70.11,68.19,68.03,67.39,68.89,69.76,68.5,69.22,71.09,72.16,72.92,73.33,74.05,72.58
34.76,44.25,49.16,46.87,50.59,52.53,58.23,60.1,63.52,66.81,70.1,75.37,73.25,70.45,68.55,69.27,72.84,77.68,77.55,76.0,75.6,79.37,52.64,23.36,49.1,53.45,29.24,24.99,47.86,63.94,72.66,77.48,79.66,81.23,80.53,80.62,80.59,79.38,80.69,79.27,76.49,75.51,76.34,75.08,74.74,75.78,77.62,72.5,73.64,74.65,72.66,72.07,70.88,72.14,73.09,72.76,72.21,71.98,73.5,74.37,75.34,75.97,75.86,74.15
