251.86,248.22,241.8,230.14,208.85,175.84,138.75,107.64,94.29,91.54,88.72,94.52,99.36,70.98,66.04,56.61,60.16,65.7,64.03,63.81,71.5,76.1,76.42,74.89,75.73,75.12,75.0,75.89,75.45,76.76,81.33,85.57,89.71,92.05,94.22,93.68,97.09,98.64,98.63,99.07,99.64,99.65,101.21,99.95,101.93,102.12,102.38,104.86,106.15,102.36,105.75,109.9,110.6,112.82,112.82,114.19,113.13,116.51,119.23,121.47,121.79,125.41,128.48,128.02
206.9,227.2,232.15,235.2,236.86,236.37,225.62,191.57,139.68,101.03,90.15,84.05,84.47,78.46,70.08,58.56,64.91,71.15,69.14,68.98,76.89,80.82,80.79,79.04,78.15,78.48,77.84,77.62,79.12,81.04,84.76,88.12,91.48,95.56,98.77,101.04,102.32,102.81,103.37,102.44,104.22,103.76,105.61,106.6,107.04,105.06,104.28,105.26,108.43,111.21,112.63,111.66,111.92,114.89,115.54,118.82,120.92,121.46,123.81,127.15,131.29,134.05,133.62,132.67
111.44,162.76,194.34,207.32,212.23,215.97,221.33,230.81,223.07,169.92,114.61,96.51,76.64,72.3,76.03,61.92,67.42,76.28,75.25,72.91,81.02,84.7,83.97,82.82,80.2,81.67,80.17,81.31,84.09,85.34,86.97,92.13,98.27,101.15,104.5,105.97,108.35,109.11,105.51,105.27,105.72,107.57,108.85,110.36,108.73,109.79,110.03,110.79,112.32,117.56,119.99,119.87,117.5,118.26,120.02,124.91,130.01,129.64,130.72,133.44,139.03,141.67,140.17,139.55
91.7,87.02,132.96,183.68,198.31,205.33,210.33,214.36,225.49,232.77,193.11,140.5,103.37,74.41,70.65,64.18,68.73,79.48,77.76,74.95,83.16,87.97,86.22,84.66,82.69,82.88,82.18,84.25,88.09,89.32,90.73,95.5,99.76,103.62,108.52,110.37,114.24,114.98,116.7,112.51,112.29,113.65,115.57,113.29,112.95,113.25,115.93,117.25,117.13,120.53,122.03,123.74,125.98,126.96,128.55,130.96,134.3,136.95,137.2,139.5,141.8,142.08,143.37,144.97
92.31,73.03,77.81,135.64,185.63,199.0,207.01,212.01,215.45,226.06,237.99,193.19,133.59,117.5,65.69,66.17,70.83,82.08,80.12,77.58,85.1,88.55,87.47,85.97,82.79,83.57,85.0,87.67,92.98,94.43,96.04,100.09,104.3,109.61,114.08,114.76,115.79,117.01,117.89,119.63,121.58,121.57,120.15,117.12,118.41,120.08,121.09,121.0,122.11,124.7,127.14,130.73,134.47,134.44,138.01,139.61,141.64,143.32,144.22,144.15,145.24,147.19,150.22,152.91
89.93,67.76,69.73,84.19,158.75,193.98,209.19,222.55,226.05,230.89,242.12,244.45,210.75,206.07,106.91,66.95,70.9,83.73,82.71,78.68,86.09,90.86,91.04,89.58,86.91,88.23,92.9,95.1,97.29,98.51,99.32,103.59,109.02,115.59,118.47,118.56,120.21,120.52,121.68,121.6,123.32,125.56,124.8,124.62,127.33,126.27,126.7,127.3,127.89,130.94,134.09,135.87,137.67,139.89,142.64,142.94,147.14,149.66,150.95,150.48,151.19,153.7,156.36,156.95
86.42,65.34,69.81,73.59,117.55,184.13,206.95,225.74,231.75,235.48,241.85,252.41,242.39,233.24,158.29,89.93,70.26,84.25,83.1,79.21,86.8,92.77,93.61,93.13,91.87,91.83,97.3,100.04,102.02,104.23,106.6,110.61,116.86,121.77,125.05,126.83,126.87,127.35,126.35,125.75,126.11,127.34,127.71,132.75,133.62,130.88,132.62,135.17,138.01,140.07,142.54,142.79,146.0,147.61,148.53,150.68,152.65,154.35,158.43,159.48,161.14,161.41,162.32,162.06
83.26,68.36,74.63,78.38,91.26,163.18,201.39,223.85,230.05,235.12,240.48,250.07,252.04,241.03,168.93,132.38,81.69,83.61,83.33,79.04,86.78,93.14,94.44,94.92,94.66,95.01,102.88,105.72,108.61,107.92,108.93,114.47,119.29,125.1,128.27,129.92,129.03,129.29,128.71,131.81,133.01,136.11,140.54,139.88,142.19,139.28,140.05,142.08,142.77,145.6,147.21,152.39,154.18,155.0,152.81,156.07,159.09,162.92,164.31,165.53,167.43,169.67,169.98,169.54
83.29,77.61,83.17,84.83,87.04,137.17,194.57,219.75,226.76,232.07,238.18,247.18,253.77,243.81,162.96,131.7,124.8,79.64,83.09,80.07,88.94,94.6,94.53,94.51,97.08,97.87,103.13,108.28,112.49,113.74,114.08,119.11,127.18,129.88,130.91,131.39,131.37,131.97,134.7,137.63,139.03,145.63,144.34,144.16,145.46,144.01,146.16,149.04,149.84,153.38,155.64,158.33,159.87,160.52,161.64,163.28,166.29,168.68,170.43,172.41,173.43,175.64,176.78,178.69
82.74,86.51,88.52,89.41,89.87,119.67,185.64,214.87,221.72,226.13,233.93,243.02,251.13,239.49,153.11,124.27,150.32,101.95,78.05,80.18,90.89,95.89,96.04,97.73,100.86,102.75,110.9,118.06,121.18,120.71,120.48,123.75,130.38,132.26,134.04,135.41,136.29,138.18,139.39,140.13,141.67,142.46,144.14,146.45,147.15,149.47,151.92,153.92,156.2,158.43,161.96,162.93,164.1,166.32,169.4,171.19,173.25,173.31,174.94,177.73,179.0,180.87,184.15,185.37
