168.64,196.91,214.86,225.05,229.22,211.51,152.34,83.2,72.35,95.13,95.29,88.24,44.86,39.65,38.76,32.23,30.05,30.85,31.05,34.01,35.78,38.99,40.75,43.42,44.55,45.81,46.27,46.88,48.38,50.99,53.45,55.52,57.85,59.52,61.51,62.37,64.62,63.36,62.61,61.52,60.22,62.23,62.68,60.14,59.3,59.96,59.81,60.34,61.9,61.18,60.23,61.56,63.04,62.65,61.42,60.87,60.41,69.03,49.57,25.4,14.71,13.48,15.08,24.45
44.48,76.43,131.43,184.51,211.77,221.16,223.68,183.13,107.8,95.3,76.94,77.68,56.48,44.03,42.29,35.98,33.36,34.13,34.12,37.09,39.59,41.0,41.87,44.31,46.19,45.61,44.76,46.88,48.83,52.0,54.72,56.79,59.33,60.28,62.49,64.64,64.15,64.05,63.49,62.67,60.09,61.06,61.97,62.56,60.57,58.27,58.85,59.11,61.31,62.5,61.65,61.47,62.21,63.47,62.53,60.15,61.11,62.96,68.44,41.89,23.83,14.54,14.04,16.63
36.6,47.43,54.25,77.13,150.4,204.7,219.39,226.3,192.31,111.32,66.1,49.64,53.13,45.8,42.6,37.14,36.85,38.0,37.87,38.43,40.12,42.2,44.54,47.0,48.87,48.29,47.93,47.85,50.0,52.42,55.03,58.79,63.28,64.64,64.35,64.14,66.58,65.85,63.85,63.89,64.02,60.69,61.18,60.62,61.55,59.29,59.43,59.55,60.6,63.47,62.12,61.86,61.61,62.08,62.61,61.45,61.16,60.83,66.09,62.53,37.32,18.02,13.92,14.52
39.09,54.87,57.93,61.03,66.67,124.59,204.72,222.47,228.82,186.63,96.38,53.23,50.14,48.06,44.68,38.6,39.05,39.81,40.56,42.66,43.85,44.58,47.03,49.97,51.67,50.41,48.92,49.46,54.01,56.47,59.0,63.03,70.16,71.79,68.05,66.31,66.87,67.81,65.93,64.89,64.19,62.36,61.0,60.45,60.77,60.83,62.28,61.99,60.95,63.7,62.74,60.94,61.37,60.68,61.06,60.9,61.02,61.16,62.81,68.96,52.81,27.73,14.74,13.32
40.15,63.33,63.85,67.08,59.57,58.57,130.86,216.8,231.36,230.78,160.07,78.9,56.95,54.38,48.44,39.67,40.54,41.18,43.26,46.01,49.21,49.05,49.76,51.07,53.36,53.68,52.89,52.87,53.77,59.64,62.62,65.4,68.98,72.0,74.91,72.07,72.1,68.56,66.94,66.1,65.78,63.12,62.84,62.3,60.37,61.55,62.64,63.05,62.16,62.4,64.05,62.19,60.92,61.03,60.9,61.3,61.36,62.42,62.35,65.72,66.52,39.47,19.35,13.8
47.32,66.16,64.93,68.24,56.06,60.24,70.89,176.74,233.82,241.45,227.8,159.59,80.3,55.49,50.81,42.81,41.91,42.1,43.98,48.3,51.57,51.42,51.48,52.77,54.43,54.81,55.69,56.1,57.99,63.07,66.26,68.63,70.48,72.25,72.03,73.98,74.16,74.64,70.93,67.92,66.62,65.33,64.37,64.28,64.11,62.93,62.28,62.85,62.83,62.02,63.74,64.32,62.77,62.21,62.1,62.67,61.52,62.63,62.89,63.57,70.53,54.73,25.55,15.32
56.72,67.32,65.8,67.49,57.75,63.38,67.12,110.37,226.09,246.32,251.27,221.95,125.93,48.8,47.21,44.08,43.5,44.77,46.81,50.22,54.01,53.52,54.14,56.6,58.83,58.66,57.81,57.93,60.26,65.48,70.76,72.19,73.18,73.5,73.45,73.13,75.34,78.26,75.75,71.16,69.43,68.04,66.25,65.95,67.26,67.27,64.5,63.63,64.78,64.77,65.0,65.88,65.26,67.08,66.78,66.14,64.46,63.91,64.33,64.31,70.09,70.51,34.35,17.05
64.81,68.11,69.3,65.51,62.12,66.81,68.47,75.75,195.15,246.86,253.72,235.76,146.52,56.97,37.69,43.74,45.86,46.2,47.56,52.78,58.85,60.74,61.18,62.83,63.03,60.91,61.49,62.17,65.69,68.2,74.1,75.17,76.24,77.19,75.88,77.18,81.38,80.72,84.86,74.22,71.89,70.62,70.32,67.86,68.32,69.01,68.5,65.42,67.64,68.03,67.98,67.27,66.72,69.82,71.76,68.08,67.92,66.61,65.76,66.8,69.03,77.9,45.93,20.03
69.3,66.93,72.16,62.95,64.47,67.08,66.36,66.07,152.8,245.19,253.39,233.56,140.66,77.69,40.2,45.77,49.59,49.67,49.82,55.34,61.42,63.71,63.31,66.05,68.58,64.53,62.7,64.43,66.17,71.48,74.72,75.47,74.29,75.91,77.87,84.5,84.04,82.52,80.28,79.13,74.62,73.87,72.54,72.43,70.43,70.33,70.81,69.03,70.1,69.5,69.12,70.43,67.45,69.33,73.4,69.93,71.36,69.06,69.82,70.66,69.17,77.11,58.0,24.32
73.82,71.56,76.13,60.81,62.42,61.56,60.14,62.2,128.09,241.53,248.01,218.14,135.41,99.49,57.55,49.01,53.89,51.63,51.28,58.21,65.63,67.74,65.37,65.56,67.79,67.08,66.54,67.97,70.85,71.66,74.25,76.01,78.12,79.07,79.67,82.29,84.92,82.22,79.17,78.65,77.6,77.16,74.54,74.12,73.43,71.5,72.16,74.74,70.11,69.63,69.03,71.7,70.49,69.75,73.0,71.07,71.39,71.62,73.35,72.82,71.39,74.98,65.77,28.33
